session_id,timestamp,course_id,category
1015,2014-04-07T14:30:42.354Z,214826829,0
1015,2014-04-07T14:31:22.449Z,214716924,0
1015,2014-04-07T14:38:48.488Z,214826799,0
1015,2014-04-07T14:42:29.814Z,214717562,0
1015,2014-04-07T14:42:50.654Z,214717562,0
1015,2014-04-07T14:43:00.541Z,214717562,0
1015,2014-04-07T14:43:07.424Z,214753515,0
1015,2014-04-07T14:43:48.085Z,214826927,0
1015,2014-04-07T14:44:12.992Z,214826934,0
1015,2014-04-07T14:44:40.363Z,214826934,0
1015,2014-04-07T14:45:13.842Z,214826932,0
1015,2014-04-07T14:45:29.889Z,214712507,0
1015,2014-04-07T14:47:42.350Z,214826908,0
1015,2014-04-07T14:57:30.990Z,214717614,0
1015,2014-04-07T14:57:59.714Z,214717612,0
1220,2014-04-03T11:56:13.333Z,214839373,0
1220,2014-04-03T12:12:55.174Z,214718216,0
1220,2014-04-03T12:13:16.308Z,214748285,0
1220,2014-04-03T12:13:25.948Z,214748285,0
1220,2014-04-03T12:13:31.034Z,214718216,0
1220,2014-04-03T12:13:38.803Z,214718216,0
1220,2014-04-03T12:13:58.775Z,214826705,0
1220,2014-04-03T12:14:12.677Z,214826705,0
1220,2014-04-03T12:14:22.391Z,214826810,0
1220,2014-04-03T12:14:31.689Z,214826810,0
1220,2014-04-03T12:15:32.126Z,214716930,0
1220,2014-04-03T12:16:39.547Z,214819389,0
1220,2014-04-03T12:16:53.755Z,214819389,0
1440,2014-04-07T10:42:34.958Z,214701742,0
1440,2014-04-07T10:49:51.267Z,214651985,0
1440,2014-04-07T10:50:47.268Z,214679081,0
1440,2014-04-07T10:51:11.986Z,214701742,0
1440,2014-04-07T10:51:20.778Z,214701742,0
1440,2014-04-07T10:51:46.372Z,214652092,0
1440,2014-04-07T10:53:42.187Z,214648314,0
1440,2014-04-07T10:56:27.966Z,214648314,0
1440,2014-04-07T11:00:30.980Z,214753627,0
1440,2014-04-07T11:02:04.383Z,214588805,0
1440,2014-04-07T11:02:54.894Z,214588802,0
1440,2014-04-07T11:04:08.677Z,214588802,0
1445,2014-04-05T13:03:36.841Z,214820201,0
1445,2014-04-05T13:04:59.094Z,214578294,0
1445,2014-04-05T13:07:08.677Z,214543700,0
1445,2014-04-05T13:07:39.608Z,214531151,0
1445,2014-04-05T13:07:54.478Z,214586857,0
1445,2014-04-05T13:08:18.241Z,214829810,0
1445,2014-04-05T13:08:50.334Z,214596502,0
1445,2014-04-05T13:09:09.505Z,214596497,0
1445,2014-04-05T13:09:24.590Z,214596324,0
1445,2014-04-05T13:09:29.436Z,214596324,0
1445,2014-04-05T13:09:50.460Z,214596101,0
1445,2014-04-05T13:10:01.224Z,214596326,0
1445,2014-04-05T13:11:18.744Z,214820192,0
1510,2014-04-05T09:16:50.194Z,214539315,0
1510,2014-04-05T09:17:36.158Z,214658147,0
1510,2014-04-05T09:18:13.893Z,214687895,0
1510,2014-04-05T09:19:33.965Z,214539315,0
1510,2014-04-05T09:23:28.693Z,214658141,0
1510,2014-04-05T09:25:19.271Z,214539309,0
1510,2014-04-05T09:25:56.672Z,214539315,0
1510,2014-04-05T09:26:30.841Z,214543492,0
1510,2014-04-05T09:27:15.760Z,214543494,0
2075,2014-04-05T17:18:56.062Z,214826955,0
2075,2014-04-05T17:20:14.451Z,214820190,0
2075,2014-04-05T17:20:45.202Z,214711087,0
2075,2014-04-05T17:20:59.769Z,214711408,0
2075,2014-04-05T17:21:55.577Z,214650641,0
2075,2014-04-05T17:22:31.448Z,214826844,0
2075,2014-04-05T17:23:15.080Z,214819395,0
2075,2014-04-05T17:23:41.738Z,214826844,0
2075,2014-04-05T17:24:32.449Z,214826893,0
2075,2014-04-05T17:24:58.574Z,214711310,0
2075,2014-04-05T17:26:06.797Z,214717515,0
2075,2014-04-05T17:26:18.977Z,214718398,0
2075,2014-04-05T17:35:54.049Z,214711087,0
2075,2014-04-05T17:36:52.387Z,214820184,0
2075,2014-04-05T17:37:16.911Z,214820186,0
2075,2014-04-05T17:37:38.653Z,214686911,0
2075,2014-04-05T17:41:27.067Z,214711650,0
2075,2014-04-05T17:41:47.709Z,214711873,0
2075,2014-04-05T17:43:21.046Z,214583531,0
2075,2014-04-05T17:43:53.930Z,214552547,0
2075,2014-04-05T17:44:39.812Z,214552605,0
2075,2014-04-05T17:51:47.411Z,214514732,0
2075,2014-04-05T17:53:13.532Z,214826627,0
2075,2014-04-05T17:54:16.564Z,214629275,0
2140,2014-04-06T12:05:47.999Z,214585395,0
2140,2014-04-06T12:07:45.747Z,214585395,0
2140,2014-04-06T12:08:06.268Z,214585395,0
2140,2014-04-06T12:08:57.117Z,214820413,0
2140,2014-04-06T12:14:00.156Z,214585395,0
2140,2014-04-06T12:30:28.592Z,214684843,0
2140,2014-04-06T12:32:42.145Z,214819762,0
2140,2014-04-06T12:33:21.397Z,214819762,0
2140,2014-04-06T12:34:04.020Z,214819760,0
